title,artist_name,artist_familiarity,artist_hotness,song_hotness,genre,duration,key,key_condidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence
Floating,Blue Rodeo,0.636423645,0.44793548,0.405115722,,491.12771,7,1.0,-8.576,1,0.829,119.826,4,0.756
High Tide,Richard Souther,0.419943148,0.330806357,0.334706549,,228.5971,8,0.041,-16.11,1,0.516,127.756,5,0.579
Sohna Nee Sohna Data,Faiz Ali Faiz,0.363280571,0.306676093,0.360370583,,599.24853,6,0.06,-8.032,1,0.346,99.273,4,0.158
Caught In A Dream,Tesla,0.707199764,0.51346329,0.684136191,,290.29832,7,0.725,-5.271,1,0.756,150.062,4,0.931
Synthetic Dream,lextrical,0.32031437,0.0,0.0,,165.69424,7,0.011,-6.787,1,0.568,138.331,4,0.127
Broken-Down Merry-Go-Round,Jimmy Wakely,0.39413854,0.291539727,0.360370583,,151.84934,1,0.799,-15.221,1,0.716,86.186,3,0.929
Kassie Jones,Alice Stuart,0.489816269,0.328553015,0.0,,220.78649,11,0.809,-8.514,1,0.521,110.382,1,0.192
Setanta matins,Elena,0.677420465,0.378254686,0.313562114,,269.58322,2,0.596,-8.05,1,0.666,111.874,4,1.0
Setting Fire to Sleeping Giants,The Dillinger Escape Plan,0.839962768,0.541888972,0.666527846,,207.77751,7,0.381,-4.264,1,0.453,166.862,4,0.0
James (Hold The Ladder Steady),SUE THOMPSON,0.435415818,0.306242264,0.495293621,,124.86485,10,0.697,-12.332,1,0.541,137.522,4,0.0
Made Like This (Live),Five Bolt Main,0.6090637,0.363651365,0.375984302,,225.09669,7,0.53,-5.908,1,0.512,164.672,1,0.0
Superconfidential,Clp,0.550513698,0.422705641,0.360370583,,338.31138,6,0.687,-6.486,0,0.486,125.006,4,1.0
I Think My Wife Is Running Around On Me (Taco Hell),Tim Wilson,0.459797129,0.349912612,0.360370583,,186.48771,5,0.762,-4.516,1,0.539,90.022,1,0.971
Spanish Grease,Willie Bobo,0.588827101,0.379671125,0.360370583,,168.25424,8,0.812,-9.616,1,0.736,127.025,4,0.792
Crazy Mixed Up World,Faye Adams,0.396455254,0.299230368,0.0,,156.39465,8,0.569,-18.051,1,0.495,95.957,3,0.689
Do You Finally Need A Friend,Terry Callier,0.706827671,0.416173065,0.413739836,,342.56934,6,0.381,-11.939,1,0.538,110.189,3,0.353
The Emperor Falls,John Wesley,0.560557984,0.452789477,0.377531645,,484.62322,4,0.283,-15.335,0,0.363,138.007,4,0.893
Twist and Shout,The Shangri-Las,0.640807102,0.418216518,0.443291312,,164.80608,10,0.254,-10.922,1,0.042,130.1,1,0.0
It Makes No Difference Now,Billie Jo Spears,0.523714637,0.384611084,0.0,,133.32853,4,0.384,-9.983,1,0.402,160.839,1,0.0
Laws Patrolling (Album Version),Mike Jones (Featuring CJ_ Mello & Lil' Bran),0.79360508,0.426317956,0.360370583,,173.66159,7,0.299,-7.762,1,0.464,41.993,1,0.0
\xc2\xbfD\xc3\xb3nde va Chichi?,Sierra Maestra,0.501544777,0.392733676,0.360370583,,313.12934,9,0.724,-9.512,1,0.364,189.646,3,0.674
"Barking Dogs (From ""Piouhgd"")",Butthole Surfers,0.809323793,0.488019842,0.593943076,,450.84689,4,0.726,-9.063,0,0.367,130.586,4,0.42
OUTE ENA EFHARISTO,Despina Vandi,0.632559542,0.41168896,0.360370583,,303.09832,8,0.532,-8.879,0,0.516,128.292,4,0.83
Midnight Swim,Javier Navarrete,0.597541218,0.382651971,0.394394856,,128.83546,3,0.0,-17.699,1,0.251,90.932,3,1.0
In A Subtle Way,Jacob Young,0.495445922,0.294861262,0.0,,456.30649,1,0.611,-19.478,1,0.546,89.667,4,0.747
Spin,Scarlet's Remains,0.527865076,0.393121934,0.450992312,,198.73914,7,0.673,-7.469,1,0.579,115.061,4,0.731
Burning In The Aftermath,The Suicide Machines,0.668674533,0.467538444,0.528782481,,95.68608,2,0.421,-2.022,1,0.589,115.887,4,0.744
Angie (1993 Digital Remaster),The Rolling Stones,0.814829656,0.735765693,0.83449262,,271.49016,9,0.301,-10.358,0,0.392,139.333,1,0.0
Sabor Guajiro,Roberto Torres,0.482356043,0.350078579,0.0,,226.66404,0,0.863,-12.716,1,0.671,117.271,4,0.453
Human Cannonball,Loudon Wainwright III,0.661080168,0.442765842,0.510119314,,190.48444,3,0.544,-15.663,1,0.596,102.428,4,0.496
Glory Be,R.L. Burnside,0.701180874,0.466628889,0.482137585,,277.78567,2,0.0,-6.944,1,0.0,89.984,4,0.0
Crossfire,Stevie Ray Vaughan,0.73379894,0.544257506,0.360370583,,248.78975,1,0.754,-7.805,1,0.597,116.721,4,0.522
I Can't Be Satisfied,John Hammond,0.590692918,0.452817838,0.360370583,,195.3171,7,0.98,-10.7,1,0.753,123.142,4,0.678
Nashville Parthenon,Casiotone For The Painfully Alone,0.665322162,0.394217199,0.785892288,,175.72526,0,0.522,-10.93,1,0.474,141.919,4,0.445
Cocain Ducks,Ec8or,0.50407567,0.33457736,0.360370583,,217.23383,10,0.005,-9.493,0,0.305,95.596,4,1.0
Human Being,The New York Dolls,0.717670525,0.479308459,0.561692411,,344.05832,11,0.425,-9.253,1,0.486,154.953,1,0.0
The More I See You,Eliane Elias,0.669726188,0.427914247,0.43483809,,251.42812,7,0.391,-12.009,1,0.319,86.091,5,0.551
Certain Things We Do,Lost Boyz,0.569741152,0.412240601,0.405115722,,269.7922,7,0.715,-11.043,1,0.614,90.218,4,1.0
Forming,The Germs,0.640048357,0.40439264,0.360370583,,206.05342,11,0.641,-11.506,0,0.597,133.144,1,0.0
Mafu\xc3\xa1,Yamandu Costa,0.397772876,0.383475745,0.360370583,,190.04036,2,0.105,-14.179,1,0.433,205.317,4,0.0
Driving Home For Christmas,Chris Rea,0.643182773,0.500691341,0.767727748,,241.162,9,0.222,-8.531,1,0.403,180.149,4,0.0
Spooks In Space,Perrey And Kingsley,0.411421048,0.338414818,0.43483809,,122.64444,0,0.61,-8.541,0,0.489,102.538,4,0.869
Tous Les Gar\xc3\xa7ons Et Les Filles,Eurythmics,0.75100762,0.523699078,0.38293509,,207.0722,0,0.442,-6.629,1,0.371,84.164,4,0.853
Too Much Saturn,Francis Dunnery,0.54858513,0.383524247,0.610474258,,300.79955,7,0.666,-13.33,1,0.658,124.175,4,0.698
Movement 4 [from Kiss] (Album Version),John Cale,0.749317801,0.481655862,0.226555314,,228.46649,7,0.458,-12.412,1,0.602,137.004,1,0.0
Stream,Suzanne Ciani,0.631946666,0.380704536,0.415983118,,239.59465,7,0.527,-21.552,1,0.613,106.33,4,0.526
Make Me Over,Vickie Winans,0.653937821,0.396855869,0.360370583,,228.93669,11,0.172,-8.686,0,0.369,107.961,4,1.0
Deform (live),The Berzerker,0.668370612,0.45755391,0.0,,165.61587,1,0.108,-6.222,1,0.256,174.287,3,0.132
Wicker Chair,Kings Of Leon,0.845768866,0.788805935,0.685940227,,187.92444,0,0.612,-5.907,1,0.735,116.823,4,0.347
An ti chans',Edith Lefel,0.407455644,0.30004649,0.0,,276.50567,0,0.29,-4.638,1,0.389,101.972,4,1.0
I Will Love Again (JJ's Club Radio),Taras,0.460171324,0.189314878,0.360370583,,200.25424,11,0.056,-5.884,0,0.283,127.97,4,0.0
Stickin In My Eye,NOFX,0.778816717,0.554291489,0.671236027,,144.50893,4,0.093,-7.787,0,0.423,152.622,4,0.358
Ota kiinni,Murskahumppa,0.435889847,0.26803784,0.360370583,,285.17832,7,0.379,-8.488,1,0.401,110.787,3,1.0
Entre Can\xc3\xadbales,Soda Stereo,0.711165787,0.466826993,0.62616576,,246.69995,7,0.161,-9.603,1,0.205,112.903,4,1.0
Rosemary Recalls,Bruce Rowland,0.443162398,0.30045446,0.0,,84.03546,7,0.469,-26.266,1,0.591,115.642,4,0.44
Sudanese Dance,Xcultures,0.400433513,0.266275286,0.199238262,,273.52771,1,0.652,-6.305,1,0.694,125.013,4,1.0
Where The Thunder Roars (Tales Of Wonder Album Version),White Heart,0.477364752,0.337507289,0.265861049,,298.84036,5,0.596,-9.998,1,0.567,113.277,4,0.872
Wanna Be A Player,Heavy D / McGruff,0.617870116,0.36366811,0.237733942,,161.38404,5,0.665,-9.161,0,0.606,96.979,4,0.895
Panama (Remastered Album Version),Van Halen,0.744641246,0.579988982,0.82448213,,209.29261,8,0.455,-4.865,1,0.48,140.995,1,0.41
Let's Get It Started,Black Eyed Peas,0.845601887,1.005941966,0.624425493,,229.61587,11,0.205,-4.882,0,0.332,105.206,4,1.0
Metal,Nine Inch Nails,0.905776889,0.598458501,0.635536649,,426.89261,0,0.05,-12.951,0,0.395,63.017,4,0.378
She Fell Away (2009 Digital Remaster),Nick Cave & The Bad Seeds,0.694021648,0.479407676,0.360370583,,269.26975,9,0.052,-11.751,0,0.142,144.603,4,0.0
Next Time,Nadine Renee,0.408389022,0.139247394,0.198785349,,249.41669,2,0.883,-6.693,1,0.728,167.92,4,0.75
It's My Party,Lesley Gore,0.606925359,0.389100776,0.360370583,,136.48934,9,0.386,-9.091,1,0.632,129.122,1,0.0
Complicate It,Smartbomb,0.562463784,0.322485106,0.0,,233.27302,0,0.53,-2.658,1,0.501,132.022,4,0.782
Monde De Fou,Suburbs,0.481004583,0.335651839,0.249065795,,187.24526,1,0.842,-4.42,1,0.721,183.92,1,0.063
Opus a Satana (Part 2),Emperor,0.742963152,0.453391186,0.360370583,,72.61995,9,0.0,-11.051,0,0.0,89.867,4,0.476
This Melody (Live),Julien Clerc,0.58547954,0.364384924,0.360370583,,272.63955,2,0.633,-9.97,1,0.605,119.896,5,0.921
I'm Gone This Time,Glen Campbell,0.67159627,0.481024239,0.360370583,,142.75873,1,0.62,-11.335,0,0.814,137.29,4,0.0
You Feel Good All Over,T.G. Sheppard,0.449323615,0.343281882,0.382723281,,194.11546,5,1.0,-15.581,1,0.886,82.343,1,0.387
Indian Love Call,Slim Whitman,0.51644378,0.386669092,0.360370583,,195.91791,3,0.883,-11.98,1,0.735,91.487,4,0.0
You Can Still Be Free,Savage Garden,0.728209707,0.538070295,0.360370583,,118.33424,9,0.0,-11.215,0,0.0,84.69,5,0.678
I Never Came,Queens Of The Stone Age,0.798645179,0.552413346,0.725121284,,288.41751,2,0.08,-8.165,1,0.665,115.606,4,0.0
Dixie,Hank Penny & The Lincoln Penny Orchestra,0.445854631,0.347598889,0.360370583,,123.21914,7,0.278,-12.69,0,0.482,126.523,1,0.0
Commercial Reign,Inspiral Carpets,0.605109702,0.398547535,0.665172241,,283.76771,2,0.823,-8.7,1,0.69,113.677,4,1.0
Hourglass,Borialis,0.454043995,0.421415103,0.554654767,,239.3073,2,0.569,-5.758,1,0.601,86.938,4,0.222
Wake,The Dirty Skirts,0.543516131,0.404182207,0.304169503,,206.75873,0,0.613,-4.907,1,0.656,141.936,4,0.634
Caricia Y Herida,Flor Silvestre,0.42054585,0.313569343,0.360370583,,134.81751,11,0.847,-8.133,1,0.646,106.049,1,0.0
Le tortillard,B\xc3\xa9zu,0.373850623,0.148985481,0.360370583,,285.64853,8,0.508,-9.093,1,0.343,126.88,4,0.0
WKYA (drop),Redman,0.743129776,0.493566843,0.57010593,,124.18567,1,0.074,-10.296,0,0.492,85.008,5,1.0
Ter\xc3\xa4slintu,Solistiyhtye Suomi,0.13818761,0.31781096,0.360370583,,134.08608,4,0.718,-12.839,0,0.674,133.699,1,0.0
Now's The Time To Fall In Love,Eddie Cantor,0.416141022,0.331090126,0.360370583,,155.61098,11,0.599,-13.71,1,0.517,118.975,1,0.003
Grim Prospects (Gross Prospects - Bad Trip Remix),Schizoid,0.495559652,0.349192218,0.360370583,,275.40853,9,0.376,-2.119,1,0.334,102.408,4,0.395
Mangos,Kai Winding,0.430538907,0.316354001,0.0,,223.4771,0,0.0,-14.438,1,0.138,112.006,4,0.844
A Distant Voice,Sonny Simmons,0.428375417,0.317833879,0.270775999,,443.24526,1,0.0,-13.002,1,0.051,45.527,4,0.0
Openbare Weg,Mira,0.545110951,0.345751247,0.360370583,,177.81506,4,0.695,-12.004,1,0.673,85.621,4,0.612
President Johnson,Citizen Kaned,0.483339422,0.277561738,0.360370583,,385.33179,8,0.822,-8.37,0,0.503,108.061,4,1.0
Lead Me Lord,The Brooklyn Tabernacle Choir,0.559278494,0.432011947,0.405115722,,324.44036,7,0.558,-11.829,1,0.718,216.195,5,1.0
Spontanous Combustion,Ellen McIlwaine,0.438887475,0.325148571,0.242741879,,275.12118,7,0.699,-6.29,1,0.527,132.428,4,0.281
Choro,Vince Guaraldi / Bola Sete,0.57810363,0.414892612,0.386790177,,294.66077,5,0.238,-15.761,0,0.07,168.307,4,0.0
Ma Louise,Maurice Chevalier,0.502453177,0.391585329,0.360370583,,193.20118,0,0.371,-27.433,1,0.484,140.956,7,0.866
I Want You (Forever),Carl Cox Vs Yousef,0.541975108,0.384184258,0.511254835,,357.82485,1,0.485,-5.701,1,0.427,130.016,5,1.0
Hate,Organized Konfusion,0.683719468,0.412671631,0.460484845,,198.3473,11,0.306,-8.709,0,0.22,175.769,4,0.7
I Can't Stop Loving You,Martina McBride,0.614870934,0.628246419,0.488289876,,261.95546,7,0.96,-13.627,1,0.634,100.194,3,1.0
Thank You Lord,Horace Andy,0.626436382,0.374271174,0.360370583,,176.27383,2,0.171,-11.479,1,0.239,151.911,4,0.231
How Can You Call That Beautiful (Stewkey Vocal),Nazz,0.494681417,0.384146444,0.360370583,,220.89098,9,0.606,-6.302,1,0.475,119.691,4,0.491
Cheatin' In The Next Room,Tyrone Davis,0.543866302,0.393215104,0.360370583,,235.91138,10,0.46,-10.466,1,0.379,161.976,4,0.696
Candy Man,Hot Tuna,0.567278871,0.405178359,0.360370583,,239.59465,0,0.601,-9.275,1,0.563,172.398,1,0.0
I See The Boys Of Summer,Richard Burton,0.432386477,0.28404741,0.0,,171.49342,2,0.45,-37.398,1,0.685,109.823,3,0.659
Three Is a Crowd,Rory Block,0.513829587,0.343185045,0.0,,266.05669,1,0.936,-13.836,1,0.763,90.101,1,0.0
On Bended Knee,Boyz II Men,0.790922848,0.601184942,0.345802234,,329.27302,8,0.497,-7.103,1,0.491,116.473,4,1.0
My Four Reasons,Howard Armstrong,0.45466819,0.0,0.333554807,,198.922,9,0.0,-13.495,0,0.094,126.821,4,0.0
Little Girl (LP Version),Donny Hathaway,0.657406765,0.422472423,0.617365618,,283.21914,2,0.499,-15.144,1,0.652,111.191,3,0.851
Eternamente Amame,Miguel Gallardo,0.45871209,0.335101425,0.360370583,,238.68036,5,0.458,-12.991,1,0.542,125.508,4,0.462
Niev nietch nievitch,Les Ogres De Barback,0.652367864,0.437964733,0.394394856,,254.06649,4,0.446,-6.01,0,0.383,137.888,1,0.0
Come Over,DJ X-Change featuring DJ Joey A,0.342440144,0.281284216,0.360370583,,184.31955,6,0.0,-5.58,0,0.0,150.012,4,0.0
Blue Taxi,Morel,0.49825931,0.33406579,0.360370583,,311.40526,10,0.685,-4.313,1,0.611,108.367,4,0.36
I Want Love (Tween You & Me) (Album Version),Tony Joe White,0.624723768,0.403509673,0.374796837,,162.53342,2,0.243,-17.285,1,0.297,173.482,4,0.804
White Feather,Wolfmother,0.79225559,0.566971566,0.360370583,,212.37506,4,0.372,-5.931,0,0.207,110.745,4,1.0
Christlike Roche,The Roches,0.573605491,0.372251208,0.265861049,,338.33751,2,0.626,-14.248,0,0.575,130.027,4,0.509
You Rascal You,Bob Margolin,0.555985053,0.326848818,0.233796474,,126.51057,11,0.228,-12.651,1,0.374,110.168,4,0.92
Sympathy,Thomas Battenstein,0.42562724,0.0,0.360370583,,205.58322,9,0.825,-16.056,0,0.836,97.976,3,1.0
They Say (Album),Jupiter Rising,0.662649695,0.363177861,0.215080319,,193.4624,0,0.373,-5.913,0,0.548,119.979,4,1.0
Simon's Folly,Dharma Bums,0.491921881,0.345809443,0.360370583,,127.4771,6,0.81,-5.541,1,0.864,156.968,1,0.0
Crawl Before You Ball (Album Version),Saafir,0.594779904,0.318902078,0.360370583,,234.762,5,0.172,-6.019,1,0.026,188.886,4,1.0
Medicate Myself,The Verve Pipe,0.70334944,0.498395338,0.466304831,,292.8322,9,0.295,-4.953,1,0.196,133.306,4,0.338
Biding Her Time,Bob Neuwirth,0.434272037,0.301502462,0.480610618,,241.10975,4,0.965,-18.114,1,0.744,152.267,3,1.0
More And More  (LP Version),Marvin Sapp,0.733714696,0.459665457,0.26568338,,270.68036,1,0.33,-11.061,1,0.526,166.275,4,0.845
Cowboy Ways,James Hunter,0.625443262,0.431526919,0.360370583,,188.73424,2,0.862,-7.04,1,1.0,114.971,4,0.0
Brasas Vivas,Nelson Ned,0.498663649,0.32188269,0.360370583,,211.80036,9,0.519,-15.358,0,0.525,144.651,4,0.142
Kolomeyke,Mish Mash,0.505644262,0.351210537,0.360370583,,254.32771,2,0.64,-11.213,1,0.692,152.005,1,0.605
In This Life,Cama,0.406187449,0.273453727,0.360370583,,210.36363,1,0.645,-5.904,0,0.683,155.074,1,0.0
Groovin' In The Midnight,Maxi Priest,0.661001337,0.446890727,0.345802234,,301.81832,10,0.683,-8.095,0,0.549,61.971,1,0.397
Waiting,Porcupine Tree,0.830252262,0.507965802,0.82517354,,416.80934,6,0.644,-7.982,0,0.607,124.04,5,0.82
A'chek Ouyounik (2009 Digital Remaster),Ragheb Alama,0.554226467,0.424931835,0.0,,413.36118,7,0.056,-8.804,0,0.306,191.196,4,0.0
Hell,Foo Fighters,0.839275393,0.550762085,0.360370583,,117.002,7,0.458,-5.699,1,0.44,152.127,4,0.651
Hips Don't Lie (featuring Wyclef Jean),Shakira Featuring Wyclef Jean,0.833178561,0.682263177,0.73738531,,217.36444,10,0.805,-5.152,0,0.688,100.023,4,0.937
Juoksuhauta-twist (El\xc3\xa4m\xc3\xa4 juoksuhaudoissa),The Avengers,0.574973901,0.42251494,0.360370583,,122.72281,10,0.0,-9.965,1,0.149,192.688,4,0.671
I Got Over It (Album Version),Robben Ford,0.604820432,0.383877494,0.47212112,,203.98975,11,0.236,-11.976,0,0.384,154.322,4,0.0
One Less Bell To Answer,Brazilian Tropical Orchestra,0.378013152,0.339408486,0.0,,192.44363,5,0.084,-10.229,1,0.405,236.006,4,0.761
Festa,Gil Semedo,0.441593442,0.382869956,0.392008771,,285.36118,11,0.321,-6.284,1,0.421,150.666,5,1.0
Te Hacen Falta Vitaminas,Soda Stereo,0.711165787,0.466826993,0.360370583,,225.12281,11,0.0,-3.818,0,0.036,175.421,1,0.0
Sense And Trick,Xmilk,0.4621406,0.32138373,0.360370583,,123.66322,9,0.138,-4.633,0,0.452,104.153,4,0.072
Fire (Oscar G Space Vocal Mix),Dolce; Oscar G.,0.471577282,0.3370893,0.360370583,,525.16526,11,0.386,-5.602,0,0.417,127.278,4,0.22
Hanging On (Medium Key Performance Track Without Background Vocals),Britt Nicole,0.669500125,0.544446277,0.236420182,,204.06812,6,0.606,-5.157,1,0.514,160.165,4,1.0
Grim Prospects (Version 2 Remix),Schizoid,0.495559652,0.349192218,0.360370583,,166.00771,5,0.441,-1.925,1,0.372,86.091,3,1.0
Christmas In Jamaica,Toni Braxton Featuring Shaggy,0.737972528,0.555968804,0.360370583,,219.01016,0,0.782,-5.21,1,0.662,149.94,4,0.128
Gossippo Perpetuo,Perrey And Kingsley,0.530605798,0.350327605,0.444401715,,127.9473,0,0.655,-12.717,1,0.525,135.78,4,0.087
2190 Dias Contigo,Sven Tasnadi,0.480047819,0.306603641,0.360370583,,570.90567,7,0.792,-12.28,1,0.646,122.967,4,1.0
No Control,Eddie,0.622684167,0.362238747,0.360370583,,230.00771,9,0.858,-9.748,1,0.606,142.024,4,0.966
The Vitalized Shell,Enthroned,0.593416049,0.395709548,0.543052864,,240.74404,2,0.735,-4.878,0,0.838,135.535,7,0.583
Mozart,Suzanne Ciani,0.631946666,0.380704536,0.608500079,,192.20853,2,0.523,-23.988,1,0.537,139.189,3,0.418
Ciao Milan,Milan Band,0.20107756,0.0,0.360370583,,152.0322,8,0.656,-9.414,1,0.393,128.598,5,0.197
Lend Me Your Chopper,Johnny Osbourne,0.618765785,0.409134869,0.0,,215.30077,3,0.445,-9.741,0,0.496,163.445,4,0.015
Letter To Heaven,Dolly Parton,0.707335681,0.603876487,0.360370583,,155.21914,7,0.0,-11.965,0,0.181,114.027,3,1.0
Heaven is Where The Heart Is,Rance Allen Group,0.488008882,0.31401179,0.360370583,,207.12444,7,0.662,-12.779,1,0.756,111.316,1,0.0
Inside Job,Pearl Jam,0.81444811,0.60797181,0.659304669,,428.56444,4,0.743,-8.403,0,0.727,105.994,3,1.0
Take A Look  (LP Version),Natalie Cole,0.69044755,0.507781667,0.360370583,,185.7824,8,0.015,-13.251,1,0.236,88.489,1,0.249
The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Mastodon,0.780461749,0.574274731,0.626612803,,654.28853,7,0.539,-5.884,0,0.617,118.433,4,0.802
Bulgarian Dream,Kiril Valeri,0.605874049,0.433945514,0.270775999,,306.72934,11,0.0,-6.929,1,0.232,96.007,4,0.906
Amalgama,Word,0.638880206,0.246340714,0.360370583,,229.51138,9,0.457,-4.198,1,0.398,187.807,4,0.381
Born and Raised In Compton,DJ Quik,0.712098902,0.413393911,0.360370583,,205.58322,7,0.025,-6.998,0,0.312,181.115,4,0.701
We're Gonna Go Fishin',Hank Locklin,0.635757022,0.379436972,0.494489518,,127.05914,2,0.826,-12.772,1,0.936,148.357,4,0.097
Robbers Kill Cop,BT,0.786427083,0.512226738,0.304169503,,44.35546,1,0.0,-18.147,0,0.0,136.164,4,0.68
Relax,2-4 Grooves feat. Reki D.,0.622829997,0.426944256,0.360370583,,203.83302,4,0.648,-7.661,0,0.629,126.941,4,1.0
Sweet By And By,The Jordanaires,0.382308283,0.283562596,0.360370583,,176.50893,5,0.526,-17.308,1,0.595,159.582,3,1.0
Orgofart,Descendents,0.727230315,0.476559379,0.519448581,,140.66893,6,0.006,-28.347,0,0.127,89.495,4,0.614
Bitch Is Back,L.A. Guns,0.665728336,0.456940558,0.360370583,,201.09016,5,0.608,-2.869,0,0.505,102.259,3,1.0
Naked Albino,Bare Jr.,0.53938059,0.360583582,0.0,,254.79791,10,0.647,-7.309,1,0.54,107.529,3,1.0
Johnny Loves Me (LP Version),Shelley Fabares,0.075124762,0.370194701,0.0,,143.0722,0,0.675,-15.351,1,0.353,99.408,4,1.0
Dearly Beloved,Norrie Paramor,0.312415123,0.250601286,0.0,,163.49995,9,0.753,-25.694,1,0.629,79.731,4,0.897
The Look Of Love,Gary Hobbs,0.524700041,0.389765518,0.0,,289.64526,0,0.403,-9.435,1,0.578,188.502,1,0.0
Cooler Than You,Diesel Boy,0.567814264,0.376688631,0.405652196,,124.15955,11,0.724,-4.793,1,0.583,133.729,1,0.046
Taryns Deepest Fear,Angelo Badalamenti,0.698770478,0.399451724,0.445454525,,167.3922,4,0.694,-17.623,0,0.591,139.136,4,0.63
Summer Dying Fast,Cradle Of Filth,0.784820389,0.572583336,0.360370583,,321.35791,2,0.341,-6.2,0,0.369,193.693,4,0.617
Still,Jim Chappell,0.520204911,0.361509802,0.360370583,,263.94077,0,0.693,-19.821,1,0.528,76.693,4,0.524
Snapshot,Ladybug,0.479695608,0.220050765,0.360370583,,341.36771,10,0.432,-9.632,1,0.304,126.95,4,0.575
End Of The Road (Head Horny\x19s Remix),Bandido,0.463087254,0.327858925,0.360370583,,333.13914,6,0.598,-5.671,1,0.532,144.812,1,0.091
7 Miles,Brixx,0.515611096,0.0,0.360370583,,349.12608,11,0.7,-11.708,0,0.319,138.003,4,0.0
The Frail,Nine Inch Nails,0.905776889,0.598458501,0.360370583,,168.56771,7,0.576,-16.968,0,0.621,130.284,4,0.706
Para Milladoiro,Susana Seivane,0.352212817,0.297949266,0.0,,350.71955,10,0.881,-13.038,1,0.901,152.013,4,1.0
Stone Cold Fingers (Bonus Track),Leland Martin,0.385143351,0.272190152,0.360370583,,175.62077,4,0.852,-10.647,1,0.743,159.968,4,0.415
Snowball,Test Icicles,0.682045692,0.373464228,0.543052864,,190.24934,4,0.441,-4.172,0,0.326,75.031,4,1.0
(We Don't Need This) Fascist Groove Thang,Heaven 17,0.630928608,0.461558452,0.360370583,,255.16363,7,0.473,-10.756,1,0.505,150.837,4,0.466
Drunk Alone,React,0.485107918,0.247340584,0.360370583,,120.2673,10,0.634,-3.422,0,0.52,143.231,1,0.0
Charisma,Sven Tasnadi,0.480047819,0.306603641,0.360370583,,557.26975,11,0.259,-12.26,1,0.462,123.993,4,0.302
Going Down Slow,Mance Lipscomb,0.450852685,0.33238987,0.350979506,,187.53261,11,0.681,-23.527,1,0.541,97.981,1,0.0
All Rise,Scott Wesley Brown,0.497307512,0.342406391,0.360370583,,295.60118,2,0.783,-9.435,1,0.704,137.288,4,0.471
Jogo Limpo,Fl\xc3\xa1vio Jos\xc3\xa9,0.424278927,0.29547099,0.0,,252.02893,3,0.372,-8.639,1,0.467,168.323,4,0.484
Silent Hill,Moss,0.602555589,0.389535576,0.570850642,,329.35138,2,0.144,-7.672,1,0.287,111.079,4,0.599
Our Love Is Here To Stay,Pery Ribeiro,0.385417447,0.312131221,0.0,,180.00934,0,0.097,-13.668,1,0.325,133.009,4,0.682
Everything Changes,Soular,0.539181188,0.276702625,0.235846203,,244.45342,6,0.516,-6.885,1,0.59,146.577,5,1.0
Master Of Disharmony,Dimmu Borgir,0.826075467,0.599602643,0.360370583,,282.53995,6,0.34,-4.2,0,0.34,140.458,3,0.595
(This Is Not A) Love Song (Live),Public Image Ltd,0.684994897,0.415517083,0.26396982,,388.28363,0,0.551,-16.433,1,0.583,132.506,4,0.195
